PMID,QID,Question,Type,Category,Answer
37085698,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No information available.
37085698,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No information available.
37085698,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No.
37085698,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,No information available.
37085698,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,No information available.
37104815,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37104815,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37104815,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unknown
37104815,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Unknown
37104815,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,121
37104815,6,From which countries were the sequenced samples obtained?,List,Demographics,Unknown
37104815,7,From what years were the sequenced samples obtained?,List,Demographics,2017-2019
37104815,8,Were samples cloned prior to sequencing?,Boolean,Technical,Unknown
37104815,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Reverse transcriptase, protease, and integrase"
37104815,10,What method was used for sequencing?,List,Technical,Sanger and ultra-deep sequencing
37104815,11,What type of samples were sequenced?,List,Technical,Blood and semen
37104815,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37104815,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
37104815,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Unknown
37104815,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"INSTIs, NNRTIs, and PIs"
37104815,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Tenofovir, emtricitabine, rilpivirine, and raltegravir"
37112971,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37112971,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
37112971,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37112971,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37112971,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,4481
37112971,6,From which countries were the sequenced samples obtained?,List,Demographics,Russia
37112971,7,From what years were the sequenced samples obtained?,List,Demographics,2006-2022
37112971,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37112971,9,Which HIV genes were reported to have been sequenced?,List,Technical,"HIV-1 protease (PR), reverse transcriptase (RT), and integrase (INT)"
37112971,10,What method was used for sequencing?,List,Technical,Sanger-based or NGS-based sequencing
37112971,11,What type of samples were sequenced?,List,Technical,Blood plasma samples
37112971,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not reported
37112971,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not reported
37112971,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not reported
37112971,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37112971,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37147875,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37147875,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
37147875,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unknown
37147875,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Unknown
37147875,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1
37147875,6,From which countries were the sequenced samples obtained?,List,Demographics,France
37147875,7,From what years were the sequenced samples obtained?,List,Demographics,2022
37147875,8,Were samples cloned prior to sequencing?,Boolean,Technical,Unknown
37147875,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Reverse transcriptase (RT), protease, and integrase"
37147875,10,What method was used for sequencing?,List,Technical,Sanger-based sequencing (SBS) and next-generation sequencing (NGS)
37147875,11,What type of samples were sequenced?,List,Technical,Unknown
37147875,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Unknown
37147875,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Unknown
37147875,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Unknown
37147875,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"Integrase strand transfer inhibitors (INSTIs), nucleoside reverse transcriptase inhibitors (NRTIs)"
37147875,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Dolutegravir (DTG), emtricitabine (FTC), tenofovir disoproxil fumarate (TDF)"
37272233,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37272233,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37272233,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unknown
37272233,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Unknown
37272233,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,248
37272233,6,From which countries were the sequenced samples obtained?,List,Demographics,Korea
37272233,7,From what years were the sequenced samples obtained?,List,Demographics,2010-2020
37272233,8,Were samples cloned prior to sequencing?,Boolean,Technical,Unknown
37272233,9,Which HIV genes were reported to have been sequenced?,List,Technical,"NRTI, NNRTI, PI, and INSTI"
37272233,10,What method was used for sequencing?,List,Technical,"PCR (AB 3500xL Dx genetic analyzer, Applied biosystem, Waltham, MA, USA)"
37272233,11,What type of samples were sequenced?,List,Technical,Unknown
37272233,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Unknown
37272233,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Unknown
37272233,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37272233,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, NNRTI, PI, and INSTI"
37272233,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Unknown
37279764,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37279764,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37279764,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
37279764,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,"MW947591–MW957968, OP058117–OP058658"
37279764,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"12,320"
37279764,6,From which countries were the sequenced samples obtained?,List,Demographics,China
37279764,7,From what years were the sequenced samples obtained?,List,Demographics,2011-2019
